,restaurant_name,address,category,location,price_level_G,curbside_pickup,delivery,dine_in,takeout,types,top_5_reviews,restaurant_type_x,avg_price_x,comments_x,url_x,delivery_fee_x,restaurant_type_y,url_y,restaurant_subtype,comments_y,avg_price_y,total_rating,avg_rating,avg_delivery_time
752,Yukiyama,2121 Murray Ave,,,,,,,,,,Chinese Food,16.544117647058822,"{'Mmmmmmmm', 'Delicious!  Best shrimp hibachi!', 'Best sushi in pgh', 'The food is phenomenal.', 'Great 👍', 'the sushi is delicious!', 'They are open late and their food is very high quality.', 'They have great quality food for good prices', 'One word - quality! very fresh, cooked to perfection, especially veggies, noodles and rice. proteins are a mixed bag, but veggies, noodles and rice are delicious', 'great preparation, fresh and flavourful everytime', 'Always on point!', 'They always have the best sushi I think it’s probably the best in pittsburgh'}",https://www.ubereats.com/store/yukiyama/9RNcUHkJSuWsRwt1UjSFFw,,,,,,,40,4.7,0.0
753,Panda Express,202 Robinson Center Dr,,,,,,,,,,Chinese Food,19.197674418604652,"{'Food delivery was fast!', 'Really good A+ Cooks', 'Everything was so hot and fresh great portions', 'Delicious', 'Always fresh and tasty', 'Great!'}",https://www.ubereats.com/store/panda-express-202-robinson-center-dr/8pp9ywt6Qdig6Q1mZFL3AQ,,,,,,,118,4.7,0.0
754,China House,2001 Lincoln Way,,,,,,,,,,Chinese Food,12.464999999999998,{'Food is great'},https://www.ubereats.com/store/china-house/LjByWr0NUEyGwEHp1XHHOg,,,,,,,78,4.5,0.0
755,Mr Egg’s Kitchen,2209 Murray Ave,,,,,,,,,,Chinese Food,9.80090909090909,{'Just love it'},https://www.ubereats.com/store/mr-eggs-kitchen/xkdXrWOYT_CZe5NoZh-TFA,,,,,,,53,4.7,0.0
756,Hong Kong Taste,366 Butler St,,,,,,,,,,Chinese Food,12.238235294117652,"{'Awesome. No one word is enough. This is merely an approximation. To understand fully, order one of their dishes for yourself.', 'Great food.  Large portions. Great Value.', 'Their portions are as amazing as their food. Delectable and always filling. 10/10 Best Chinese takeout around', 'Awesome food and portions.', 'Both the Chicken Fried Rice and Eggroll are delicious and affordable, this is my go to Chinese place since I moved and lost my favorite place to get this. Would definitely recommend'}",https://www.ubereats.com/store/hong-kong-taste/Ljik7v6zRjeA0MF4EbkybQ,,,,,,,38,4.2,0.0
757,House Of Lee,8145 Ohio River Blvd,,,,,,,,,,Chinese Food,11.321120689655187,"{'Love this place', 'Good portions, always arrives sooner than expected!', 'The food is always yummy yummy!', 'Best potstickers', 'I love the food! Always hot and good.', 'My previous fav Chinese place changed the recipe of their chicken fried rice & I was on a mission to find one similar elsewhere. House of Lee is consistent & so tasty. Their chicken fried rice is my favorite, I order it once per week.', 'Super fast delivery every time', 'great portions, great flavor, more authentic tasting than most other restaurants', 'the price is fair with the quality and quantity of the food.', 'The food is top notch second to none and they give you a fantastic portion'}",https://www.ubereats.com/store/house-of-lee/UsqypDnURMalDMxPd96Rtw,,,,,,,43,4.3,0.0
758,Castle Place,331 Mount Lebanon Blvd,,,,,,,,,,Chinese Food,13.336725663716823,{'Great food and price'},https://www.ubereats.com/store/castle-place/R6xXeOxuVI64KejoeGor6Q,,,,,,,15,4.8,0.0
759,Hokkaido Seafood Restaurant,4612 Browns Hill Rd,,,,,,,,,,Chinese Food,13.423478260869576,"{""Best Hot and Sour soup I've ever had  and a very large portion!  The sushi was extremely fresh and they made sure to package it separately from my soup!"", 'the food good every time i get it'}",https://www.ubereats.com/store/hokkaido-seafood-restaurant/-mqZvhHjRLq7mtvEVRJxKA,,,,,,,0,,0.0
760,China Max,100 Robinson Centre Drive,,,,,,,,,,Chinese Food,10.005384615384617,{},https://www.ubereats.com/store/china-max/QfXa6ywtWxaZb882pwK5YQ,,,,,,,0,,0.0
761,5-flavor Chicken,1717 Cochran Rd,,,,,,,,,,Chinese Food,19.520303030303037,{},https://www.ubereats.com/store/5-flavor-chicken-1717-cochran-rd/0jMG3RJWWIqaVzF_s3eacQ,,,,,,,0,,0.0
762,Mintt Indian Restaurant,3033 Banksville Rd,,,,,,,,,,Chinese Food,11.869774011299423,"{'Amazing food, love the paneer 65!', 'they make the best paneer Biryani in Pittsburgh.', 'The food is always fresh and delicious!', 'Very good!', 'Good food for a good price!', 'Mintt is my go to Indian food restaurant in Pittsburgh. The food is always quick fresh and delicious.', 'I have never had a bad meal from here! It’s always great portions and phenomenal taste', 'I love paneer biryani', 'Consistently great food, always quick delivery and never misses any special instructions. Definitely my go-to place .', 'AMAZING chana masala and the naan is always warm and just right', 'Best Indian food this side of Pittsburgh', ""The food and service here is excellent.  It's so fragrant and flavorful and made with care!"", 'I love the taste of food from mintt resturant', 'Mintt indian is by far the best Indian restaurant in Pittsburgh ! I will not go anywhere else for chicken tikka masala.', 'Really good quality and balance of flavours.', 'huge portions', 'The food is always amazing!  Great portions, too!  I highly recommend!', ""The butter chicken and garlic naan is amazing and my go to order. It's so flavorful and perfectly cooked. I've been craving it all day so I'll most likely order it again tonight."", ""their dishes are always well prepared, and so tasty. I love their naan. Every meal I've had, has been exceptional"", 'I’ve tried so many Indian food restaurants all over Pittsburgh, but Mintt is the BEST. Food is ALWAYS fresh, tastes amazing, good portion sizes (always have extra for lunch the next day), the restaurant itself is also VERY clean. You gotta try it!', 'Food quality and taste is amazing and consistent.', 'I absolutely love the food and they make the order right every time', 'Nice spicy, lamb pieces good, ...curry leaves masala is the best.', 'I love the taste, perfect Indian food', 'Love their food.', ""mintt is the best indian food in Pittsburgh i have found since i moved here over 8 years ago. they consistently deliver good food. also it's very easy to distinguish between the currys it doesnt feel like a random sauce it feel correctly made. thank"", 'Great', 'They have yummy food', 'Best Paneer Biryani in Town - Period', ""Everything was fantastic! We got level Hot which had nice spice but wasn't overpowering. The best dish was the Dal Makhani. Will definitely order again."", 'They have the best garlic naan and butter chicken!!!! 10/10', 'Tasty vindaloo', 'Excellent food and delivery', ""The food is always fresh and tasty! I lived in india and this is by far the most authentic Indian I've had in Pittsburgh"", 'Love the paneer biryani here', 'one of the most authentic indian food in Pittsburgh'}",https://www.ubereats.com/store/mintt-indian-restaurant/AJt4EcGYTlanN5dknsPxpQ,,,,,,,180,4.7,0.0
764,Tamarind Savoring India,2101 Greentree Rd,,,,,,,,,,Chinese Food,11.252295081967215,"{'Everything is always delicous and authentic! I love it!!', 'Food is great every time!', 'perfect taste for me.', 'Best tikka masala around', 'Consistently good food!', 'Love the food', 'Good Indian food', 'Their gongura chicken is amazing, I order nearly every time. Got the dosa recently and it was also phenomenal. Great South Indian food!', 'Great Food', 'The food is so delicious!', 'Great!'}",https://www.ubereats.com/store/tamarind-savoring-india-greentree/CL5V6K3eQvusaRw6Ac0rYQ,,,,,,,72,4.3,0.0
766,Cafe Delhi,205 Mary St,,,,,,,,,,Chinese Food,19.612543859649122,"{'Cafe Delhi has great, authentic Indian cuisine. I especially like their butter chicken and vegetable samosas. The portions are generous as well.', 'Food is good and reasonably priced.', 'Hot food so yum', 'the egg fries rice feels fresh and home-made!', 'Great food, fast delivery!!', 'Amazing bhatura bread, tasty channa, and pretty good gulab jamun.', ""This restaurant is different from all Indian restaurants I've tried before. The quality of food is amazing the taste, the color the freshness of the food. I have been eating their for almost 4 years. I used to eat here everyday after college. Loveeee"", 'Delicious and quick food.', 'the food is consistently good.', 'Tasty food good service', 'Food is good. Especially the Chicken 65.', 'North indian style food', 'Great food. My order is always right.', 'Delhi Food is the best', 'Consistently delicious food!', ""Cafe Delhi's food is always delicious! Iorder a little extra just so i can have some for lunch the next day."", 'Very good and locally owned.', 'delicious indian food. chricken briyani is the best.', 'It’s good food', 'Love Cafe Delhi, always pleased with what I order.', 'love it. and it is aways hot and wrapped up great.', 'Great tasting Indian food items.', 'good food that comes with wonderful taste', 'Love the food here', 'Nice 👍', 'I love Cafe Delhi food as it tastes very good (authentic Indian) and with sufficient quality', 'Its reliably delicious and well made food, full of flavor and always fresh.', 'Great flavor. We will order from here again.', 'Always perfect and delicious', 'Their food is amazing and so consistent!', 'Because it’s amazing and I love there naan'}",https://www.ubereats.com/store/cafe-delhi/5TC1J7cmQwCohHjxgt7QQQ,,,,,,,128,4.6,0.0
768,Angkor Restaurant,2350 Noblestown Rd,,,,,,,,,,Chinese Food,7.949999999999995,"{'Such delicious food - the na taings are amazing; try them!', 'Consistently good food. My wife and I order from here often.', 'Everything is delicious, especially the curries and na taings.', 'It’s delicious! I highly recommend their soups in particular.'}",https://www.ubereats.com/store/angkor-restaurant/iszzNdg7T_-62OEyAb_y4Q,,,,,,,22,4.5,0.0
769,Chutney's Indian Veg Kitchen,"1120 Park Manor Blvd , Suite B",,,,,,,,,,Chinese Food,11.697603305785123,"{'Best Indian food in Pittsburgh!', 'Because it is one and only vegetarian restaurants in Pittsburgh area and some of its food taste good too!!', 'Their food quality is consistent. One of the good Indian restaurants in Pittsburgh', 'Food is very tasty and always they meet my expectations.\\nBest Indian restaurant in PITT’s .', 'Always fresh , delicious and fast', 'I love there food and tastes great 👍🏻', 'Great Food', 'Love their veggie food specifically the South Indian authentic'}",https://www.ubereats.com/store/chutneys-indian-veg-kitchen/xSpd0YOnSk2FrLoT1Hs7gg,,,,,,,38,4.5,0.0
771,Me Lyng,213 W 8th Ave,,,,,,,,,,Chinese Food,12.92472826086956,"{""One of the best Asian restaurants in the Pittsbrugh areI've tried. Consistantly good.""}",https://www.ubereats.com/store/me-lyng/CvE8k4tBW_2pSnq0YR2wbg,,,,,,,0,,0.0
772,Sushi Tomo,4812 Mcknight Rd,,,,,,,,,,Chinese Food,11.112681159420308,"{'great food, really top notch sushi! just a win all around', ""They're one of my favorite places to eat in general, their food is always made incredibly well. If you haven't tried them by now I recommend that you do. ♥️"", 'Super kind and nice people. Good is ALWAYS spot on. Support local businesses!', 'Best sushi in Pittsburgh! Always fresh and delicious', 'Always great food, packed well.', 'Best sushi in Pittsburgh!', 'It was delicious. :)', 'Their ramen and sushi are legit and delicious', 'sushi is bomb', ""Sushi is so fresh and delicious. Everything I've ordered has been great."", 'Consistent food, smart menu & options, attention to notes & details!', 'Great sushi and popular Japanese dishes!', ""It's actually good"", 'its so good', 'Great food every time I order.', 'fast, delicious, high quality', 'They never disappoint! great food and fairly priced!', 'Sushi Tomo is our go-to for sushi in the North Hills. We love their rolls and ramen soup. They have a lot of great options and we’re never disappointed.', 'I love sushi tomo for their sushi', 'Very consistent flavors and quality. You can rely on good food every time.', 'food is consistent and amazing!', 'always fresh and delicious. they well pack their items - no spills', 'Every bite is full of flavor no matter what you order and their yakitori is to die for', 'Consistently great quality sushi!', 'Everything was fantastic!', 'I love sushi!', 'Sushi Tomo has the best sushi in Pittsburgh period.', 'The best sushi around!!', 'The best egg roll in Pennsylvania!', 'i absolutely love their california roll and their ginger dressing.', 'I absolutely love their Volcano Roll!! Normally I dont eat Sushi but that changed my opinion!', 'The food is always hot and delicious!', 'I move your food ! So good', 'The best sushi around!', 'Great food, fresh ingredients, large portions'}",https://www.ubereats.com/store/sushi-tomo/MtwuGJ6gSi2unSM9vXoOGg,,,,,,,120,4.5,0.0
773,China Wok Ii,807 Broadway Ave,,,,,,,,,,Chinese Food,7.7302717391304405,{},https://www.ubereats.com/store/china-wok-ii/S2hDvYwJSLiC5upEHHY6Vw,,,,,,,0,,0.0
774,Hunan King Chinese Restaurant,1700 Mt Royal Blvd,,,,,,,,,,Chinese Food,15.233939393939396,"{'Best Chinese restaurant in town for any type of your Chinese food craving', 'Great food and great service !', 'The food is always great, always hot and I get what I order.  It is my favorite chinese restaurant!', 'Excellent quality, very good portions and the food is delicious. The steamed dumplings are a fave!!!'}",https://www.ubereats.com/store/hunan-king-chinese-restaurant/IvSaHO_LSJqpzZIkImybLw,,,,,,,33,4.8,0.0
775,Classic Chinese Cuisine,1025 Washington Pike,,,,,,,,,,Chinese Food,12.142710280373835,"{'Literally my favorite Chinese food in the area, I’ve loved it for years!', 'the food is wonderfully made and the portions are big, i have zero complaints.'}",https://www.ubereats.com/store/classic-chinese-cuisine/U8l42ylhXHanJPF6GEG86A,,,,,,,53,4.9,0.0
776,Tong's Chinese Restaurant,956 Brookline Blvd,,,,,,,,,,Chinese Food,8.508571428571425,"{'It’s delicious, consistent, and quick!'}",https://www.ubereats.com/store/tongs-chinese-restaurant/93eN2HPDUdeJU22wpnenbA,,,,,,,0,,0.0
777,Cafe 33,"1711 Shady Ave, Next To Starbucks",,,,,,,,,,Chinese Food,16.00591715976331,"{'I’ve never had Taiwanese food before but I will definitely be ordering again!', 'Great food. I’ve always ordered either the chicken with black pepper sauce or the eggplant and found them to be excellent', 'Best authentic taiwanese food in the city', 'Best comfort food in Pittsburgh!', 'Food is top quality, authentic and fast.', 'Best Asian food in Squirrel Hill', 'Ordered gia bao as my appetizer and it was delicious!!', 'Food was hot and ready by the time it got to me, so yummy and had plenty for two people!', 'Best taiwanese food ever', 'love the noodles!!!', 'always hot and tasty, the best taiwanese food place in town', 'Their portions are the best. Every time I order some kind of protein, I get a lot of it. Definitely worth the price and the flavor is always fantastic.', 'Fresh authentic and delicious!', 'Authentic Taiwanese cuisine with good quality food and guaranteed good taste! my favorite <3', 'Consistently one of the best restaurants in the city! Always something new to try, and it’s always delicious!', 'Never disappointed with the food', 'It’s the best quality and holds up well even reheated.', 'real Taiwanese food served there and great people', 'Excellent food!', 'Spectacular food every time.', 'Love their food!  Favs are the pork belly and short rib!!', 'High quality food that tastes really good!', 'food is incredible'}",https://www.ubereats.com/store/cafe-33/LDg1OcmqTH6lSY7q31qe0Q,,,,,,,162,4.8,0.0
778,Dragon Town,503 Lincoln Ave,,,,,,,,,,Chinese Food,11.113422818791951,"{'The food is always delicious!!!!', 'dragon town is our FAVORITE place to order takeout… we can’t get enough of the general Tso chicken and the lo mein. The food is prepared super fast every time too which is a major bonus.', 'Amazing general tso’s', 'It’s great Chinese food! Quick and convenient.', ""Their food is always hot and always delicious. I've never had a bad meal!"", 'Food is always good and delivered quick', 'Love their food and their portions! Incredible food for a good price a block from my house! What’s not to love! 💚', 'Food is delicious and portions are perfect', 'Great food, good value, always freash!', ""it's cheap and very good quality of food"", 'Great customer service if you need to call. Excellent attention to detail for any additional notes. #1 spot in the Burg!', 'They have tasty and affordable options', 'food is gooooood', 'I love  there food', 'GOOD AND THE FOOD I ORDER ACTUALLY HAD A SPICY KICK TO IT WHICH IS HARD FOR ME TO FIND', 'legitimately one of the best chinese food places ove ever gotten food from', 'AH-MAZING!!!', 'fast and cheap, just like my ex', 'Delicious food, quick service!', 'Fast and accurate orders with excellent food', 'It’s close by. The food is quickly prepared. They get my order right.', 'Love Dragon Town. Always quick and accurate', 'pretty great food best in area', 'Quick and affordable', 'I love this place! We moved from Puerto Rico a couple of years ago and we havent gound a place that we truly love like the ones back at home and this place is it!', 'Great fast food Chinese. Never had an issue with my items. Always hott and delicious.', 'Delicious as Always. Thank you again for a lovely meal.', 'Food is always good. Prices are good and I always have leftovers!', 'great tasting food, always consistent!!!', 'there food is awesome. fast service. fried rice the best in Pittsburgh. 💯', 'Consistently fresh and giod', 'Really good, we loved it', 'Good always is on point and my order is always right', 'The food is excellent!!! And the portions are huge.', 'Food is always fresh when delivered', 'Dragon Town has the best Chinese food in the area! So good and always quick service!', 'Consistent and good.', 'Food is very good', 'It’s always quick and tasty', 'always great and never a mistake!!! best chinese around', 'I love this place!', 'is quick and delicious food', 'The best and most reliable Chinese restaurant in the area', 'The food is consistent, and consistently good. When I request ""extra spicy"" I get my extra spicy. Dragon Town is worth the order. It also helps that they\'re pretty close to me, so no waiting for deliveries from across the river (not that that\'s far)', 'The food is good quality and good quantity . Love ordering here', 'Good food! Fast delivery', 'It’s quick and easy!', 'good portion size, friendly service, amazing mouth-watering food.', 'Test really good', 'The food is always fresh and well packed. They also give a good amount in each serving.', 'Great food at good prices.', 'The food is amazing every time!', 'Food is always delicious', 'They haw the best crab rangoons!!', 'Quality food with quick service', 'food is always quick fresh and always hot', 'Love their Chinese food, my go to when I’m staying in watching football', 'Great food, reasonable cost and consistency!', 'They cook fast and delicious food for when your to tired to cook yourself', 'i love chinese food !', 'Best Chinese cuisine we have ever had', 'the food is Awesome', 'The food is always amazing and so tasty', 'Best Chinese in the city! Love the sesame chicken.', 'Just great and delicious food🥰🥰', 'Their food is fantastic!!', 'Great preparation/delivery time and exceptional food.', 'best tasting won ton soup in Pittsburgh. All other food is good too.', 'Delicious sweet and sour chicken!', 'Great food great prices', 'The food is always fresh and great!', 'Amazing gen tso’s', 'Amazing sweet n sour chicken', 'Good', 'The food is always prepared how I ask and very fresh, egg rolls and chicken are always crispy and nice amount of sauce on chicken', 'Great tasting food and good portion size. Always tastes fresh and nice presentation. Highly recommend!', 'So good'}",https://www.ubereats.com/store/dragon-town/6SE6fNu1SQ-1avUjxZOo7Q,,,,,,,200,4.7,0.0
779,Everyday Noodles,5875 Forbes Ave,,,,,,,,,,Chinese Food,12.090566037735844,"{'Good food and great delivery service', 'I have loved everyday noodles since I started going there in 2016, they have the best dumplings and their braised pork belly over rice with everything included always tastes so good', 'I’ve been eating from there for years! The only place I will get dumplings and pot stickers from', 'My daughter and I have been devoted fans of Everyday Noodles since it opened. I’m so glad I can get it delivered. Love the soups, soup dumplings, and all of the fresh ingredients on the menu', 'Delicious, consistent, healthy… everyday noodles!', 'Everything I’ve ordered has tasted great and fresh. It became my favorite place to order from just after my first order.', 'Delicious', 'Always delicious ! We are big fans of Everyday Noodles. It is our go to!', 'Great', 'The food is always delicious and well packed. Their bubble tea and soup dumplings are the best!!!', 'Good', 'Fresh, homemade noodles and tofu. Delicious food, excellent service.', 'Tasty and filling!', 'Everyday Noodles has the best dumplings of all varieties in the Pittsburgh.'}",https://www.ubereats.com/store/everyday-noodles/vEaali4NRh6eFd7TMASjjg,,,,,,,144,4.8,0.0
780,Asia Tea House,"221 Schenley Drive, Pittsburgh, Pa 15260",,,,,,,,,,Chinese Food,9.983333333333329,"{'Tasty', 'The food is tasty and has a good variety', ""They have the best General Tso's chicken."", 'Their foods are always delicious and friendly service.', 'food is good', 'The food here is really good and the prices are good too.', 'I love Asia Tea House for their great value relative to the size and quality of their food!', 'Awesome deals and great food!', 'Some of the best chinese takeout in Pittsburgh', 'Amazing', 'Food came fast and was delicious'}",https://www.ubereats.com/store/asia-tea-house/fkgSnF_ARrmdyVhMeD_TDQ,,,,,,,120,4.5,0.0
781,K-town Snack Bar,210 Oakland Ave,,,,,,,,,,Chinese Food,5.8133333333333335,{},https://www.ubereats.com/store/k-town-snack-bar/d_qPAkToV_qh1tylS12UAA,,,,,,,0,,0.0
782,Zen Noodle House,3531 Forbes Ave,,,,,,,,,,Chinese Food,9.8125,"{'The food & service are one of the best in the Oakland area.', 'They’re super friendly and the food is great!', 'one of the best foods in pittsburgh', 'Good soup', 'food is always hot and portions are huge', 'The best ramen, and such fresh ingredients.', 'I love their miso ramen! It’s delicious and very flavorful.', 'The food here is delicious', 'The spicy Akamaru is delicious!!! 🤤', 'My favorite restaurant. Love the rice dishes!', 'The noodles always taste super fresh and have a nice slightly chewy texture! Definitely one of the best noodle places in pgh!', 'Always a good meal and price to value..', 'Delicious!!!  Such a nice treat on a cold winter night!', 'Great Ramen and very quick service.', 'Delicious ramen! Best in the Pittsburgh area!', 'great noodles.'}",https://www.ubereats.com/store/zen-noodle-house/5JjxcJEvQR-PiIqf0Xeq7g,,,,,,,39,4.6,0.0
783,Asian Garden,4136 Library Rd Ste C1,,,,,,,,,,Chinese Food,10.124838709677421,"{'The food is always delicious!', 'Food good fast delivery', 'Really good food and well priced.', 'Their food here is great, it’s a nice and small restaurant and their food is always fresh and delicious', 'Great price and the food is always so tasty!', 'Tasty, reasonably priced food. Always fast and reliable. Consistent quality. Love the Bo Bo Platter, house fried rice, teriyaki chicken skewers, plain lo mein, and shrimp egg roll.', 'Food is always hot, delucious & fast', 'Fast. hot, and always good.', 'Good', 'Great food quick service!!'}",https://www.ubereats.com/store/asian-garden/DH70l53PRJykAmSFBW9COg,,,,,,,40,4.5,0.0
784,Asian House,"1300 Hoffman Blvd, Suite 1808",,,,,,,,,,Chinese Food,9.88305084745763,"{'Last few times I have ordered Asian Cuisine it was horrible and over priced(from different restaurants). But this restaurant, had some of the best food I’ve had in a long long time. I will be reordering in the future.', 'They’re reasonably priced, and the quality is generally good.', 'FOOD IS DELICIOUS 😋', 'Food is awesome and my order is always right', ""The food is ALWAYS fresh and cooked perfectly. I've been a customer of this restaurant since the day it opened and will continue to eat here"", 'Good Tasty', 'Great food best egg rolls', 'great food at a great price. portions are huge', 'My food is always fresh and delicious\\n', 'i love their food & generous portions, follow notes & directions good', 'best fried dumplings around everything else has been great too.'}",https://www.ubereats.com/store/asian-house/XXWvJg0YQSWRBfyYWanuKA,,,,,,,75,4.5,0.0
785,Jians Kitchen,5824 Forbes Ave,,,,,,,,,,Chinese Food,16.438349514563054,{'very delicious spicy food'},https://www.ubereats.com/store/jians-kitchen/rzsgPD7tT0SalCRxYy5Rjg,,,,,,,12,4.8,0.0
786,Pan Asia Eatery,"1130 Perry Highway, #26",,,,,,,,,,Chinese Food,9.12295081967213,"{'Unbelievably good. Orange chicken was outstanding, and the egg drop soup was delicious! Will absolutely order from again!', 'I love their soup and shrimp dumplings.', 'it was very quick and delicious', 'Amazing portions and delicious sesame chicken! Egg roll is okay. They give you loads of sauce!'}",https://www.ubereats.com/store/pan-asia-eatery/qcxKPwayRUCV-HBmd4_MDA,,,,,,,14,4.9,0.0
787,New Bamboo Gardens,1720 Greensburg Ave,,,,,,,,,,Chinese Food,13.51285714285715,{},https://www.ubereats.com/store/new-bamboo-gardens/2hiLVXKRRnmy0q3Sbo3HeQ,,,,,,,0,,0.0
788,Tasty Platters & Fried Chicken,4401 Old William Penn Hwy,,,,,,,,,,Chinese Food,7.201875000000003,{},https://www.ubereats.com/store/tasty-platters-%26-fried-chicken/Hdpid2zVTHeWMNcTORb0xg,,,,,,,0,,0.0
790,Happy Home Buffet,4801 Mcknight Rd,,,,,,,,,,Chinese Food,8.911600000000007,{},https://www.ubereats.com/store/happy-home-buffet/eG_U3WkwRoCYXmAmdV-S7w,,,,,,,0,,0.0
791,Korea Garden,414 Semple St,,,,,,,,,,Chinese Food,19.6787878787879,"{'Great taste and big portion', ""Every time I enjoy the food from Korea Garden, I'm reminded of my time living in Seoul, South Korea.  This place also has the best kimchi in Pittsburgh!"", 'The food is always so fresh and tasty!', 'Love their seafood pancake', 'Excellent dishes, great portions, fast delivery.', 'I love Korea garden as a korean :)'}",https://www.ubereats.com/store/korea-garden/VJ8QppQBS1-AC6anh6Cftg,,,,,,,35,4.7,0.0
792,Panda Asian Restaurant,238 Ingram Ave,,,,,,,,,,Chinese Food,9.004683544303798,{},https://www.ubereats.com/store/panda-asian-restaurant/2frN4z4UT3CUxduTkujg3A,,,,,,,0,,0.0
793,Eastern Palace Chinese Restaurant,1203 Pioneer Trail,,,,,,,,,,Chinese Food,13.542592592592587,{},https://www.ubereats.com/store/eastern-palace-chinese-restaurant/t9ngAuomQaC2KtLYnKEsXA,,,,,,,0,,0.0
794,Sesame Inn Chinese Restaurant,704 Washington Rd,,,,,,,,,,Chinese Food,15.25,{},https://www.ubereats.com/store/sesame-inn-chinese-restaurant-mount-lebanon/bGiue_MuVH2XfCbTOwLNBw,,,,,,,0,,0.0
795,Chengdu Gourmet,4768 Mcknight Rd,,,,,,,,,,Chinese Food,15.760624999999886,{},https://www.ubereats.com/store/chengdu-gourmet-north-hills/sHOKQ9F6VBeEnGPbATRnxA,,,,,,,37,4.6,0.0
