restaurant_id,restaurant_name,restaurant_type,address,rating,avg_price,rating_numbers,comments,url,delivery_fee,avg_dilivery_time
189,Sesame Inn,Chinese Food,"711 Browns Lane, Pittsburgh, PA 15237",4.7,15.26923076923077,200,{},https://www.ubereats.com/store/sesame-inn/he4aUzPTUP-DkuSnqM9MwA,,
190,China House,Chinese Food,"333 Allegheny Ave 102, Oakmont, PA 15139",4.6,11.660736196319036,105,"{'Because they are nice and text me deals', 'always delicious and correct! thank you so much!', 'Order always shows up perfect.. never needs reheated, and it’s the best Chinese food in the area.', 'Food is amazing!!', 'Wow! My first time ordering but won’t be my last! Amazing flavor! Great portions! I might be obsessed!', 'I truly love this restaurant so dearly', 'The food was hot, and fresh', 'great food, great quality.', 'They have great portions and the food is absolutely delicious!', 'I’m infatuated by your Singapore Mei Fun noodles. They’re perfect! I love the spicy. Fresh ingredients, and amazing customer service.', ""It's always hot and fresh and very good"", 'Shredded pork and peppers reminds me of a dish I use to eat in China. Love it', 'The best Chinese in Penn Hills', ""large portions, straight up good food, and it comes steaming hot. can't ask for much more than that!"", 'You get so much food oh my god it’s so good', 'Delicious, best Chinese food in the city.', 'Great food!', 'Great', 'It’s so lovely :) very tasty!!!', 'Absolutely delicious', 'Great food, always on time and great service.', 'Always amazing food couldn’t ask for better \\n', 'Food was hot and delicious!', 'The food is excellent and plentiful. Orders are always correct and delivery on time. Haven’t been disappointed by anything I’ve ordered.', 'Great food at a great price, always clean and neatly packed', 'Because y’all food is delicious.', 'Their general Tso is just that good.', 'Delicious food that’s always on time or ahead of schedule!', 'Phenomenal', 'I love the shrimp and broccoli. Everything is always amazing.', 'its a great tasty food at good price', 'Yummy and quick ! Definitely a dependable choice that we always enjoy.'}",https://www.ubereats.com/store/china-house/fqRI3zUpTFKWEOKZj8RpiQ,,
191,Kiyoshi Bistro,Chinese Food,"6506 University Blvd, Coraopolis, PA 15108",4.5,13.968749999999996,36,{},https://www.ubereats.com/store/kiyoshi-bistro/VY1Kz8-SWJy_8avXtTh96A,,
192,yukiyama,Chinese Food,"2121 Murray Ave, Pittsburgh, PA 15217",4.7,16.544117647058822,40,"{'Mmmmmmmm', 'Delicious!  Best shrimp hibachi!', 'Best sushi in pgh', 'The food is phenomenal.', 'Great 👍', 'the sushi is delicious!', 'They are open late and their food is very high quality.', 'They have great quality food for good prices', 'One word - quality! very fresh, cooked to perfection, especially veggies, noodles and rice. proteins are a mixed bag, but veggies, noodles and rice are delicious', 'great preparation, fresh and flavourful everytime', 'Always on point!', 'They always have the best sushi I think it’s probably the best in pittsburgh'}",https://www.ubereats.com/store/yukiyama/9RNcUHkJSuWsRwt1UjSFFw,,
193,Sichuan Palace,Chinese Food,"60 Federal Dr, Penn Hills, PA 15235",4.6,12.188175675675701,106,"{'The food is amazing, good service and quick. Very good quality in their food', 'I love the food', 'Great food, always super fast and hot!', 'the orders are always good & fresh', 'Great food Everytime with great people working there.', ""Best cheap chinese food I've found."", 'Delicious', 'food is great.', 'I have been eating here since I was a kid. The food has always been high quality and this is one of my favorite Chinese restaurants.', 'Consistent excellent food!!', 'great beef n broccoli', 'Their food is the best and delivery is always on time. This is the best restaurant for rice noodles.', 'Food is fresh', 'The food is always fresh and very well packaged! My absolute favorite Chinese restaurant to go to.', 'The food is delicious!', 'The quality and taste is always consistently good. Prices are great for the portion size. Highly recommend, and will keep ordering from them as long as they keep up the great work!!', 'The food and service is exceptional', 'Delicious! Broccoli was cooked to perfection! (:', 'Always accurate, quick, & delicious food!', 'always fresh and hot', 'My food is always so good and delivered hot and fresh💜', 'Tasty', 'Great food, hot and steamy.', 'Great food and prices!', 'Excellent food!  It’s absolutely delicious and one of my favorites in the City!', 'food very good', 'Best Chinese food', 'One of the best Chinese restaurants i have found in Pitrsburgh', 'its great food thats it 😋', 'Good food, still hot', ""The food is really good, they give you a lot of it, and it's at reasonable prices."", 'I grew up going to Sichuan palace since I was 6. The best Chinese around. I will be a Forever customer', 'It’s delicious and fresh and always delivered ahead of time. Highly recommend :)', 'Still fresh', 'good food  follow notes well', 'great!!', 'Solid service, always excellent food. Fresh.', 'I love the taste !!', 'Absolutely the best Chinese food in the area, with the very best customer service. Great portion sizes, fair prices and they always follow special instructions. 5 stars all the way!', 'good food for the last 20 years', 'Their food is the best', 'i love the chicken egg rolls', 'Good Food, good portions & good service'}",https://www.ubereats.com/store/sichuan-palace/xVOor8IeRsixrotavBAGmg,,
194,Panda Express (202 Robinson Center Dr),Chinese Food,"202 Robinson Center Dr, Pittsburgh, PA 15205",4.7,19.197674418604652,118,"{'Food delivery was fast!', 'Really good A+ Cooks', 'Everything was so hot and fresh great portions', 'Delicious', 'Always fresh and tasty', 'Great!'}",https://www.ubereats.com/store/panda-express-202-robinson-center-dr/8pp9ywt6Qdig6Q1mZFL3AQ,,
195,China House,Chinese Food,"2001 Lincoln Way, White Oak, PA 15131",4.5,12.464999999999998,78,{'Food is great'},https://www.ubereats.com/store/china-house/LjByWr0NUEyGwEHp1XHHOg,,
196,China Cafe (Pittsburgh),Chinese Food,"5239 Brownsville Rd, Baldwin, PA 15236",4.5,11.343529411764692,139,"{'I had a special order of Lo Mein with curry sauce. No questions asked and it was amazing!', ""They ACTUALLY  paid attention to the notes I put for the General Tso's chicken (not spicey!!) and the store, itself....better than MANY OTHER restaurants I've had delivered!!!"", 'The curry chicken and chicken egg foo young was delicious. Also nice portions for the price.', 'The honey chicken is awesome and they are always fast & accurate.', 'Great cuts of chicken', 'Amazing and delicious!! Always hot and always right!', 'fast delivery', 'good portions and always fresh!', 'Very consistent dumplings are always good and they have some of the best fried rice around this is my go to for Chinese', 'great food, never had anything wrong with it.', 'China cafe is one of my favorites to order from. Portions are amazing and cheap. I always get either the combination platters or dinner for two and always have leftovers for the next day! Foods always perfectly seasoned and taste great!', 'Perfect', 'Delicious, fresh and all at an affordable cost. It’s exactly what I’m looking for on a weekend night. They quickly have become my go to.', 'Best Chinese food', 'Food is good and is always delivered on time', 'Delicious food, timely service, great people.  Lucky to have them near by! :)', 'Loved it, good helpings. Very flavorful.', 'great chinese food for a great price!!! best brown sauce in soutb hills', 'Amazing', 'Quick', ""One of my favorite places to order chinese food from. They have some of the best general tso's chicken I've had in a long time. Their delivery fee is also consistently $0.50, which only encourages me to buy more often. Highly recommend!"", 'Because it’s one of the cheapest places that I know and the best Chinese food ever', 'We love the shrimp fried rice & won ton soup! The portions never disappoint!', 'Food was on time, hot and delicious! I will be ordering again.', 'Love the chicken fried rice with egg'}",https://www.ubereats.com/store/china-cafe-pittsburgh/mQJ9qFThSSCQOZu0el8rbg,,
197,Red China,Chinese Food,"909 5th Ave, Coraopolis, PA 15108",4.5,11.740299999999992,53,"{'Food is very good', 'It’s because they are delicious they make the best meals ever', 'they have delicious food 😋', 'Great tasting food and fast', 'Kung Bo was awesome! Crunchy spicy and not soggy or too much sauce!'}",https://www.ubereats.com/store/red-china/8ceGNvzkWn21gMKz4dc_Zw,,
198,Mr Egg’s Kitchen,Chinese Food,"2209 Murray Avenue, Pittsburgh, PA 15217",4.7,9.80090909090909,53,{'Just love it'},https://www.ubereats.com/store/mr-eggs-kitchen/xkdXrWOYT_CZe5NoZh-TFA,,
199,Hong Kong Taste,Chinese Food,"366 Butler St, Etna, PA 15223",4.2,12.238235294117652,38,"{'Awesome. No one word is enough. This is merely an approximation. To understand fully, order one of their dishes for yourself.', 'Great food.  Large portions. Great Value.', 'Their portions are as amazing as their food. Delectable and always filling. 10/10 Best Chinese takeout around', 'Awesome food and portions.', 'Both the Chicken Fried Rice and Eggroll are delicious and affordable, this is my go to Chinese place since I moved and lost my favorite place to get this. Would definitely recommend'}",https://www.ubereats.com/store/hong-kong-taste/Ljik7v6zRjeA0MF4EbkybQ,,
200,Banh Mi & Ti,Chinese Food,"4502 Butler St,, Pittsburgh, PA 15201",4.9,8.482142857142858,200,"{'Never had Banh Mi and Tea ever tbh.. My husband introduced me and I fell in love with their Classy Chick Banh Mi and Boba Tea! And a big shout out to Twin xx much love always!', 'These sandwiches are perfection.', ""Incredible food and people.  Don't hesitate to get a xa xiu sandwich, they rule."", 'Food was soo good loved that they delivered to me', 'Best people, best food, local, and fresh.  Honestly these guys are the perfect mix of everything I want when I go out to eat or get takeout.', ""This is my favorite restaurant in pgh.  While I normally go here to pick up, I couldn't today so this was the next best thing!  Xa xiu and green tea can't be beat, they make their tea fresh and in house (no powders!) And you can tell the quality diff""}",https://www.ubereats.com/store/banh-mi-%26-ti/Bts8hiE_UaGA1ZhSGPWuaA,,
201,Dagu Rice Noodle,Chinese Food,"5829 Forbes Avenue, Pittsburgh, PA 15217",4.6,8.809895833333337,73,"{'Just the right amount of food and flavor', 'The broth is good and so are the noodles, also love the snacks and drinks and desserts, really authentic', 'Food came fast and the service was awesome!', 'Fast. Fresh. Wings are to die for.', 'fresh and amount is abundant'}",https://www.ubereats.com/store/dagu-rice-noodle/4rBFQCjMRu6P-I18gzjAGA,,
202,House of Lee,Chinese Food,"8145 Ohio River Blvd, Pittsburgh, PA 15202",4.3,11.321120689655187,43,"{'Love this place', 'Good portions, always arrives sooner than expected!', 'The food is always yummy yummy!', 'Best potstickers', 'I love the food! Always hot and good.', 'My previous fav Chinese place changed the recipe of their chicken fried rice & I was on a mission to find one similar elsewhere. House of Lee is consistent & so tasty. Their chicken fried rice is my favorite, I order it once per week.', 'Super fast delivery every time', 'great portions, great flavor, more authentic tasting than most other restaurants', 'the price is fair with the quality and quantity of the food.', 'The food is top notch second to none and they give you a fantastic portion'}",https://www.ubereats.com/store/house-of-lee/UsqypDnURMalDMxPd96Rtw,,
203,Castle Place,Chinese Food,"331 Mount Lebanon Boulevard, Castle Shannon, PA 15234",4.8,13.336725663716823,15,{'Great food and price'},https://www.ubereats.com/store/castle-place/R6xXeOxuVI64KejoeGor6Q,,
204,P.F. Chang's (Pittsburgh),Chinese Food,"148 W Bridge St, West Homestead, PA 15120",4.5,13.208791208791208,147,"{'good', 'Food was great! Everything was accurate!', 'Wonderful person'}",https://www.ubereats.com/store/pf-changs-pittsburgh/8z-WsmLrSNiLB3Q6zoamWw,,
205,Hokkaido Seafood Restaurant,Chinese Food,"4612 Browns Hill Rd, Pittsburgh, PA 15217",,13.423478260869576,,"{""Best Hot and Sour soup I've ever had  and a very large portion!  The sushi was extremely fresh and they made sure to package it separately from my soup!"", 'the food good every time i get it'}",https://www.ubereats.com/store/hokkaido-seafood-restaurant/-mqZvhHjRLq7mtvEVRJxKA,,
206,China Max,Chinese Food,"100 Robinson Centre Drive, Pittsburgh, PA 15205",,10.005384615384617,,{},https://www.ubereats.com/store/china-max/QfXa6ywtWxaZb882pwK5YQ,,
207,Asian Cafe,Chinese Food,"701 Cooke Dr, Pittsburgh, PA 15234",,7.799173553719014,,{},https://www.ubereats.com/store/asian-cafe/YFYrpUhGXs2Wlv-Hsv1TgA,,
208,5-Flavor Chicken (1717 Cochran Rd),Chinese Food,"1717 Cochran Rd, Pittsburgh, PA 15220",,19.520303030303037,,{},https://www.ubereats.com/store/5-flavor-chicken-1717-cochran-rd/0jMG3RJWWIqaVzF_s3eacQ,,
209,Mintt Indian Restaurant,Chinese Food,"3033 Banksville Rd, Pittsburgh, PA 15216",4.7,11.869774011299423,180,"{'Amazing food, love the paneer 65!', 'they make the best paneer Biryani in Pittsburgh.', 'The food is always fresh and delicious!', 'Very good!', 'Good food for a good price!', 'Mintt is my go to Indian food restaurant in Pittsburgh. The food is always quick fresh and delicious.', 'I have never had a bad meal from here! It’s always great portions and phenomenal taste', 'I love paneer biryani', 'Consistently great food, always quick delivery and never misses any special instructions. Definitely my go-to place .', 'AMAZING chana masala and the naan is always warm and just right', 'Best Indian food this side of Pittsburgh', ""The food and service here is excellent.  It's so fragrant and flavorful and made with care!"", 'I love the taste of food from mintt resturant', 'Mintt indian is by far the best Indian restaurant in Pittsburgh ! I will not go anywhere else for chicken tikka masala.', 'Really good quality and balance of flavours.', 'huge portions', 'The food is always amazing!  Great portions, too!  I highly recommend!', ""The butter chicken and garlic naan is amazing and my go to order. It's so flavorful and perfectly cooked. I've been craving it all day so I'll most likely order it again tonight."", ""their dishes are always well prepared, and so tasty. I love their naan. Every meal I've had, has been exceptional"", 'I’ve tried so many Indian food restaurants all over Pittsburgh, but Mintt is the BEST. Food is ALWAYS fresh, tastes amazing, good portion sizes (always have extra for lunch the next day), the restaurant itself is also VERY clean. You gotta try it!', 'Food quality and taste is amazing and consistent.', 'I absolutely love the food and they make the order right every time', 'Nice spicy, lamb pieces good, ...curry leaves masala is the best.', 'I love the taste, perfect Indian food', 'Love their food.', ""mintt is the best indian food in Pittsburgh i have found since i moved here over 8 years ago. they consistently deliver good food. also it's very easy to distinguish between the currys it doesnt feel like a random sauce it feel correctly made. thank"", 'Great', 'They have yummy food', 'Best Paneer Biryani in Town - Period', ""Everything was fantastic! We got level Hot which had nice spice but wasn't overpowering. The best dish was the Dal Makhani. Will definitely order again."", 'They have the best garlic naan and butter chicken!!!! 10/10', 'Tasty vindaloo', 'Excellent food and delivery', ""The food is always fresh and tasty! I lived in india and this is by far the most authentic Indian I've had in Pittsburgh"", 'Love the paneer biryani here', 'one of the most authentic indian food in Pittsburgh'}",https://www.ubereats.com/store/mintt-indian-restaurant/AJt4EcGYTlanN5dknsPxpQ,,
210,Tamarind Savoring India (Greentree),Chinese Food,"2101 Greentree Rd, Pittsburgh, PA 15220",4.3,11.252295081967215,72,"{'Everything is always delicous and authentic! I love it!!', 'Food is great every time!', 'perfect taste for me.', 'Best tikka masala around', 'Consistently good food!', 'Love the food', 'Good Indian food', 'Their gongura chicken is amazing, I order nearly every time. Got the dosa recently and it was also phenomenal. Great South Indian food!', 'Great Food', 'The food is so delicious!', 'Great!'}",https://www.ubereats.com/store/tamarind-savoring-india-greentree/CL5V6K3eQvusaRw6Ac0rYQ,,
211,Tokyo Hibachi & Sushi,Chinese Food,"5990 University Blvd Suite 18,, Moon Township, PA 15108",4.7,7.78901960784314,66,"{'good sushi at great prices', 'Their food is incredible!!', 'They got some delicious food', ""Great quality every time, great portions, can't beat the prices! Very quick to deliver, too. My favorite place!"", ""Beat sushi I've had in Pittsburgh!""}",https://www.ubereats.com/store/tokyo-hibachi-%26-sushi/ARGeXSAFX4utWutFDjW6cw,,
212,Cafe Delhi,Chinese Food,"205 Mary St, Carnegie, PA 15106",4.6,19.612543859649122,128,"{'Cafe Delhi has great, authentic Indian cuisine. I especially like their butter chicken and vegetable samosas. The portions are generous as well.', 'Food is good and reasonably priced.', 'Hot food so yum', 'the egg fries rice feels fresh and home-made!', 'Great food, fast delivery!!', 'Amazing bhatura bread, tasty channa, and pretty good gulab jamun.', ""This restaurant is different from all Indian restaurants I've tried before. The quality of food is amazing the taste, the color the freshness of the food. I have been eating their for almost 4 years. I used to eat here everyday after college. Loveeee"", 'Delicious and quick food.', 'the food is consistently good.', 'Tasty food good service', 'Food is good. Especially the Chicken 65.', 'North indian style food', 'Great food. My order is always right.', 'Delhi Food is the best', 'Consistently delicious food!', ""Cafe Delhi's food is always delicious! Iorder a little extra just so i can have some for lunch the next day."", 'Very good and locally owned.', 'delicious indian food. chricken briyani is the best.', 'It’s good food', 'Love Cafe Delhi, always pleased with what I order.', 'love it. and it is aways hot and wrapped up great.', 'Great tasting Indian food items.', 'good food that comes with wonderful taste', 'Love the food here', 'Nice 👍', 'I love Cafe Delhi food as it tastes very good (authentic Indian) and with sufficient quality', 'Its reliably delicious and well made food, full of flavor and always fresh.', 'Great flavor. We will order from here again.', 'Always perfect and delicious', 'Their food is amazing and so consistent!', 'Because it’s amazing and I love there naan'}",https://www.ubereats.com/store/cafe-delhi/5TC1J7cmQwCohHjxgt7QQQ,,
213,Mezbaan Indian Cuisine,Chinese Food,"111 Smithfield St, Pittsburgh, PA 15222",4.5,9.376818181818187,11,"{'Delicious and affordable', 'Nice and spicy!  Good medley of rice and onions and herbs.'}",https://www.ubereats.com/store/mezbaan-indian-cuisine/asLCdTVpRgancjggPY5HEw,,
214,Angkor Restaurant,Chinese Food,"2350 Noblestown Rd, Pittsburgh, PA 15205",4.5,7.949999999999995,22,"{'Such delicious food - the na taings are amazing; try them!', 'Consistently good food. My wife and I order from here often.', 'Everything is delicious, especially the curries and na taings.', 'It’s delicious! I highly recommend their soups in particular.'}",https://www.ubereats.com/store/angkor-restaurant/iszzNdg7T_-62OEyAb_y4Q,,
215,Chutney's Indian Veg Kitchen,Chinese Food,"1120 Park Manor Blvd , Suite B, Pittsburgh, PA 15205",4.5,11.697603305785123,38,"{'Best Indian food in Pittsburgh!', 'Because it is one and only vegetarian restaurants in Pittsburgh area and some of its food taste good too!!', 'Their food quality is consistent. One of the good Indian restaurants in Pittsburgh', 'Food is very tasty and always they meet my expectations.\\nBest Indian restaurant in PITT’s .', 'Always fresh , delicious and fast', 'I love there food and tastes great 👍🏻', 'Great Food', 'Love their veggie food specifically the South Indian authentic'}",https://www.ubereats.com/store/chutneys-indian-veg-kitchen/xSpd0YOnSk2FrLoT1Hs7gg,,
216,Bombay 7 Spice,Chinese Food,"111 Smithfield St, Pittsburgh, PA 15222",,9.607777777777784,,{},https://www.ubereats.com/store/bombay-7-spice/q2VrN266SXCsOpflskYwFw,,
217,Hyderabadi Kitchen,Chinese Food,"338 S Bouquet St, Pittsburgh, PA 15213",4.2,11.279736842105269,73,"{'Their chicken biryani is awesome', 'The biriyani is good', 'Food tastes good', 'Amazing Biryani! Keep up the great work!'}",https://www.ubereats.com/store/hyderabadi-kitchen/JNd43zIpSN2n678GASiAYA,,
218,Golden Palace,Chinese Food,"3607 Forbes Avenue, Pittsburgh, PA 15213",4.8,12.528472222222225,89,"{'Great price', 'The best Chinese in Oakland!!!'}",https://www.ubereats.com/store/golden-palace/lkXRB3GCQZe0OAlDY-p9ig,,
219,Me Lyng,Chinese Food,"213 W 8th Ave, West Homestead, PA 15120",,12.92472826086956,,"{""One of the best Asian restaurants in the Pittsbrugh areI've tried. Consistantly good.""}",https://www.ubereats.com/store/me-lyng/CvE8k4tBW_2pSnq0YR2wbg,,
220,Jade Grille,Chinese Food,"670 Washington Rd, Pittsburgh, PA 15228",4.8,14.95435684647303,200,"{'best sushi in Pittsburgh, great quality of fish and is always finely made.', 'Really fresh, quality sushi. Arguably one of the best in the area', 'Delicious food, great service.', 'Great choice of sushi all the time!', 'I love your sushi!', 'Jade Grille has amazing quality food. We have never been disappointed with our order.', 'Love your food. Keep up the good work. Thank you.', 'Quality food. Excellent experience every time', 'Sushi is phenomenal', 'Awesome gluten free General Tso’s. Hot food always hot and sushi seems very fresh', 'food is unreal!', ""Jane grill is hands down the best Chinese food I've ever had especially they're gluten-free general tso's chicken!"", 'Food is consistently good.', 'Very consistent. Large portions. Fresh, clean ingredients. Great attention to detail', 'The sushi with purple rice & chicken fried rice are always perfect!', 'I absolutely love their sushi.. it is always fresh and delicious when it is delivered. I highly recommend ordering from Jade Grill if you love fresh delicious sushi.', 'The vegetarian rolls are amazing and the prices are very reasonable.', 'I like authentic Chinese food.', 'Consistently great sushi rolls!', 'The food is fresh and delicious!', 'I love Jade Grille because the food is always delicious and the portions are great!', 'Absolutely delicious.', 'Great food and high quality, never had something I didn’t like from here.', 'Just excellent food with lots of pepper!', 'I’ve never once had a bad meal from this place. Amazing sushi, amazing Chinese food whether you want the authentic stuff or just general tsos. Fave restaurant hands down', 'Good food', 'Jade is the best.  Justin is a wonderful owner and the staff is fantastic', 'best Gluten free general tso chicken!!!', 'Love the fried rice combo', 'Sushi was phenomenal', 'Best food! their lo mein is unbelievable, and amazing sushi rolls! honestly have never had anything I didnt like from Jade Grille', 'Always delicious', 'One of my favorite places to order from. The food is always fresh and delicious.', 'the sushi is great and local', 'First time ordering and might be the best shrimp lo mein in Pittsburgh', 'The best sushi!', 'Great selection and food!', 'Amazing quality, amazing service, consistent taste and quality every time. Delicious!', 'I Love Jade Grill because their portions are great and their food are tasty. Their price are also fair.', 'The food is always great!', 'foods always good', 'Their food is always delicious, plentiful and quick!', 'They have amazing sushi & many options.', 'Love the authenticity of Jade Grille! Always quality food and some of the best sushi in PGH. Highly recommend!', 'Jade is always delicious, great quality, and well packed. They are one of our favorites!', 'The food is always fresh, well portioned, and tasty! They focus on quality and variety. I’ve never been disappointed- everything on the menu that I’ve tried, I’ve loved.', 'The food is always great and consistent!', 'Everything is delicious and so accommodating to gluten free substitutes!', 'Everything here is so delicious and fresh, especially the sushi and Authentic Chinese cuisine! I love the Seafood Hot and Sour soup too! Thank you for all the delicious meals!', 'Literally made my day. 100000/10', 'The basil garlic chicken is super amazing :D', ""Best General Tsos Chicken I've ever had in my life.  Everything from here is always high quality."", 'The food is yum!', 'their food is delicious and consistent and their service is always fast and reliable :)', 'The food is always fantastic and it’s also great to have with friends.', 'The best Sichuan Wings ever!!!', 'Jade Grille has got that fire', 'Best sushi ever!', 'Love the rangoons and chicken', 'jade grille is fresh as can be and has some of the best sushi in pittsburgh', 'It’s close by and I love Chinese cuisine', 'Some of the best sushi in Pittsburgh', 'always tasty and reliable!', 'Great food. Great portions.. never disappointed!'}",https://www.ubereats.com/store/jade-grille/ip0hlICCR0eZguJ6AShH-A,,
221,Sushi Tomo,Chinese Food,"4812 Mcknight Rd, Pittsburgh, PA 15237",4.5,11.112681159420308,120,"{'great food, really top notch sushi! just a win all around', ""They're one of my favorite places to eat in general, their food is always made incredibly well. If you haven't tried them by now I recommend that you do. ♥️"", 'Super kind and nice people. Good is ALWAYS spot on. Support local businesses!', 'Best sushi in Pittsburgh! Always fresh and delicious', 'Always great food, packed well.', 'Best sushi in Pittsburgh!', 'It was delicious. :)', 'Their ramen and sushi are legit and delicious', 'sushi is bomb', ""Sushi is so fresh and delicious. Everything I've ordered has been great."", 'Consistent food, smart menu & options, attention to notes & details!', 'Great sushi and popular Japanese dishes!', ""It's actually good"", 'its so good', 'Great food every time I order.', 'fast, delicious, high quality', 'They never disappoint! great food and fairly priced!', 'Sushi Tomo is our go-to for sushi in the North Hills. We love their rolls and ramen soup. They have a lot of great options and we’re never disappointed.', 'I love sushi tomo for their sushi', 'Very consistent flavors and quality. You can rely on good food every time.', 'food is consistent and amazing!', 'always fresh and delicious. they well pack their items - no spills', 'Every bite is full of flavor no matter what you order and their yakitori is to die for', 'Consistently great quality sushi!', 'Everything was fantastic!', 'I love sushi!', 'Sushi Tomo has the best sushi in Pittsburgh period.', 'The best sushi around!!', 'The best egg roll in Pennsylvania!', 'i absolutely love their california roll and their ginger dressing.', 'I absolutely love their Volcano Roll!! Normally I dont eat Sushi but that changed my opinion!', 'The food is always hot and delicious!', 'I move your food ! So good', 'The best sushi around!', 'Great food, fresh ingredients, large portions'}",https://www.ubereats.com/store/sushi-tomo/MtwuGJ6gSi2unSM9vXoOGg,,
222,New China Inn,Chinese Food,"4609 Centre Ave, Pittsburgh, PA 15213",4.7,9.47857142857142,32,"{'Great food, Never unsatisfied.', 'Consistent quality, always follows instructions, quick prep time, variety of options', 'Prompt, tasty', 'Great taste, good portion, good price'}",https://www.ubereats.com/store/new-china-inn/qxSyVy00Q3G8Y7imX6S9kQ,,
223,China Wok II,Chinese Food,"807 Broadway Ave, Mc Kees Rocks, PA 15136",,7.7302717391304405,,{},https://www.ubereats.com/store/china-wok-ii/S2hDvYwJSLiC5upEHHY6Vw,,
224,How Lee Chinese Restaurant,Chinese Food,"5888 Forbes Ave, Pittsburgh, PA 15217",4.6,13.76991341991337,198,"{'Good food fast.', 'Fresh and Hot', 'Always amazing !', 'So delicious', 'Best Chinese in town', 'the food is excellent', 'Great food and great service', 'The food is delicious and always tastes fresh.', 'Their fried rice is legit. It’s got the “breath of the wok” as the saying goes. Meaning good is cook at extremely high heat and individual grains of rice and pieces of eggs are perfectly seared. Some of the best fried rice in Pittsburgh.', 'Great portions, tasty food.', 'Great food usually fresh everytime', 'great taste I really like', 'Four entrees and an appetizer, all delicious!', 'I just love the general tsos 😂 I might have spelled it wrong but that an all time favorite along with fried rice', 'i love the chicken wings and lunch special', 'Best Chinese in the area', 'Delicious Sichuan dishes! I love the Chongqing chicken!', 'How Lee has great food! Always hot, delicious and has the perfect amount of spice!', 'Their food is consistently good and the Szechuan menu is wonderfully spicy.', 'i love the portions, how everything is packaged and taste so fresh and always arrived warm :)', 'so delicious so good everytime', 'Amazing and delicious', 'It was amazing', ""It's good"", 'Good rice and vegetables', 'I love their food. And my order is always right and made how I want and like it', 'Good value, high quality', 'The service was great and the food arrived hot and delicious 5', 'Good portions for the price. Egg rolls were delicious.', 'The food is always delicious and hot when it arrives! I’ve eaten multiple different things from here and all of them are delicious!', 'Good food.  Reasonable price\\n', 'Delicious food and great service!', 'Great food! The taste is AMAZING! My favorite is the General Tso chicken. They make the best chinese food', 'really good food', 'Hot food; quick delivery!', 'good food nice portion size'}",https://www.ubereats.com/store/how-lee-chinese-restaurant/WlTIdKf2RHmNILRDd8wszQ,,
225,Hunan King Chinese Restaurant,Chinese Food,"1700 Mt Royal Blvd, Glenshaw, PA 15116",4.8,15.233939393939396,33,"{'Best Chinese restaurant in town for any type of your Chinese food craving', 'Great food and great service !', 'The food is always great, always hot and I get what I order.  It is my favorite chinese restaurant!', 'Excellent quality, very good portions and the food is delicious. The steamed dumplings are a fave!!!'}",https://www.ubereats.com/store/hunan-king-chinese-restaurant/IvSaHO_LSJqpzZIkImybLw,,
226,Classic Chinese Cuisine,Chinese Food,"1025 Washington Pike, Bridgeville, PA 15017",4.9,12.142710280373835,53,"{'Literally my favorite Chinese food in the area, I’ve loved it for years!', 'the food is wonderfully made and the portions are big, i have zero complaints.'}",https://www.ubereats.com/store/classic-chinese-cuisine/U8l42ylhXHanJPF6GEG86A,,
227,Tong's Chinese Restaurant,Chinese Food,"956 Brookline Blvd, Pittsburgh, PA 15226",,8.508571428571425,,"{'It’s delicious, consistent, and quick!'}",https://www.ubereats.com/store/tongs-chinese-restaurant/93eN2HPDUdeJU22wpnenbA,,
228,Sichuan Gourmet- Murray Ave,Chinese Food,"1900 Murray Ave, Pittsburgh, PA 15217",4.6,15.507795527156441,136,"{'Excellent quality and genrous portions.', 'Great food', 'Food is always yummy', 'Authentic Chinese food here!', 'I love their veg thin rice noodles the most flavourful noodles I’ve had', 'It’s tasty, well seasoned, and savoury food.', 'The food is amazing, the prices are fair, what else can I say?', 'Food is really good. Lots of choices.', 'Best Chinese food in town', 'Absolutely incredible food and really great service!! Favourite restaurant in town!!', 'Quality, tasty food at an affordable price. Love these guys.', 'Amazing food, love it!', 'delicious', 'This is the best traditional Chinese food.  It’s amazing, you’ll love it.', 'great chinese food', 'Tasty food\\n', 'Delicious, big portions for good prices', 'Great Authentic chinese food!', 'Real Sichuan food!', 'Food is exceptionally good', 'AMAZING', 'the food have bustling flavor. i love the way the food is packaged and the wonderful amount of food they serve.'}",https://www.ubereats.com/store/sichuan-gourmet-murray-ave/EC4C8trfThyXzEKbDk5Ndg,,
